iIdx,jIdx,sim
28444,3392,0.001469
28444,2252,0.001320
28444,3181,0.001189
28444,4041,0.001133
28444,3844,0.000992
28444,2462,0.000935
28444,868,0.000903
28444,4761,0.000878
28444,1610,0.000869
28444,4797,0.000861
28444,4320,0.000830
7647,6709,0.217759
7647,5904,0.215726
7647,6636,0.210957
7647,6471,0.186782
7647,7646,0.184573
7647,7610,0.161079
7647,4739,0.158898
7647,13110,0.146312
7647,4572,0.145761
7647,4200,0.142022
7647,7576,0.141959
7647,817,0.138747
7647,6112,0.131825
7647,916,0.130677
7647,11001,0.126257
7647,4724,0.125531
7647,5915,0.122764
7647,12513,0.118993
7647,3615,0.118593
7647,7605,0.118557
22515,26676,0.214286
22515,26650,0.176471
22515,26525,0.166667
22515,16919,0.166667
22515,24321,0.166667
22515,22498,0.136364
22515,21850,0.136364
22515,22574,0.130435
22515,19642,0.129032
22515,26649,0.125000
22515,19699,0.111111
22515,16835,0.107143
22515,24253,0.103448
22515,26557,0.103448
22515,18773,0.096774
22515,15449,0.093750
22515,20332,0.083333
22515,24693,0.081081
22515,21727,0.078947
22515,21781,0.075000
30828,32199,0.272727
30828,30459,0.230769
30828,25314,0.142857
30828,21735,0.100000
30828,21301,0.066667
30828,19052,0.056604
30828,14724,0.052632
30828,14075,0.047619
30828,10163,0.037975
30828,15168,0.035714
30828,10808,0.030928
30828,3888,0.023810
30828,10224,0.019868
30828,9920,0.018519
30828,12391,0.017751
30828,1952,0.014354
30828,3348,0.014286
30828,13570,0.013453
30828,6575,0.012987
30828,6681,0.012448
15286,12839,0.150000
15286,29028,0.125000
15286,15293,0.115385
15286,15297,0.046154
15286,12890,0.042857
15286,13894,0.038462
15286,9587,0.038095
15286,14505,0.036585
15286,13658,0.035714
15286,13905,0.031915
15286,12297,0.030612
15286,5833,0.025862
15286,11692,0.022901
15286,10978,0.022727
15286,12891,0.019737
15286,5906,0.018605
15286,14631,0.018265
15286,16540,0.017751
15286,8232,0.017544
15286,10897,0.014286
2887,8741,0.116919
2887,4531,0.104689
2887,10392,0.102922
2887,7156,0.097955
2887,8739,0.094745
2887,50,0.090291
2887,9202,0.089431
2887,9162,0.088496
2887,9082,0.088479
2887,9785,0.087483
2887,2878,0.085890
2887,10503,0.084977
2887,10495,0.084548
2887,10154,0.084399
2887,10373,0.084270
2887,11783,0.083728
2887,10453,0.083153
2887,2867,0.082344
2887,10430,0.081633
2887,10364,0.080916
28181,26623,0.272727
28181,28887,0.230769
28181,28132,0.230769
28181,26460,0.214286
28181,21792,0.176471
28181,26455,0.166667
28181,27923,0.166667
28181,20886,0.136364
28181,19633,0.096774
28181,20778,0.063830
28181,16745,0.061224
28181,18776,0.060000
28181,9742,0.058824
28181,14005,0.054545
28181,19089,0.052632
28181,10973,0.049180
28181,10851,0.049180
28181,13316,0.047619
28181,17340,0.047619
28181,18966,0.046875
26126,15452,0.095238
26126,28688,0.081081
26126,15838,0.075000
26126,19562,0.068182
26126,26691,0.061538
26126,10850,0.058824
26126,16577,0.057692
26126,10713,0.053571
26126,12956,0.051948
26126,8053,0.051282
26126,15429,0.044776
26126,2068,0.044118
26126,20487,0.040541
26126,17172,0.040000
26126,11557,0.039474
26126,2049,0.037500
26126,16583,0.035971
26126,10972,0.034091
26126,18639,0.033333
26126,2014,0.031915
1768,4877,0.126271
1768,4889,0.092451
1768,15614,0.092399
1768,7926,0.092040
1768,6181,0.091329
1768,4872,0.087011
1768,1792,0.086933
1768,7094,0.085430
1768,4859,0.084608
1768,4880,0.083544
1768,4854,0.083248
1768,7913,0.081967
1768,2993,0.081690
1768,4855,0.081621
1768,4960,0.080139
1768,13415,0.076479
1768,4929,0.073037
1768,5378,0.073034
1768,7364,0.072495
1768,1781,0.072226
25355,18406,0.142857
25355,25541,0.133333
25355,24028,0.131579
25355,15835,0.130435
25355,25414,0.129032
25355,25421,0.129032
25355,24558,0.125000
25355,27048,0.125000
25355,25425,0.125000
25355,29720,0.121212
25355,25431,0.117647
25355,24127,0.114286
25355,23909,0.108108
25355,19745,0.107143
25355,19793,0.105263
25355,27837,0.105263
25355,25365,0.102564
25355,18395,0.100000
25355,18560,0.100000
25355,12556,0.100000
11501,24288,0.080808
11501,6044,0.073394
11501,29355,0.072289
11501,17321,0.065217
11501,19394,0.063291
11501,18565,0.062500
11501,32181,0.061728
11501,12226,0.058140
11501,11797,0.056962
11501,27002,0.056180
11501,19113,0.056075
11501,13747,0.055556
11501,22585,0.054945
11501,12175,0.054545
11501,9920,0.053571
11501,13579,0.052632
11501,18082,0.052632
11501,22665,0.052632
11501,20494,0.052239
11501,22706,0.052083
25963,24205,0.142857
25963,25018,0.097561
25963,16072,0.075000
25963,13985,0.063830
25963,19147,0.054545
25963,20853,0.042857
25963,14392,0.041096
25963,16079,0.040000
25963,18775,0.034884
25963,13494,0.033708
25963,17314,0.031579
25963,13426,0.030928
25963,14186,0.028846
25963,9488,0.026786
25963,14333,0.025424
25963,12020,0.023077
25963,18963,0.022556
25963,10477,0.021583
25963,10046,0.019868
25963,12838,0.018405
1972,2001,0.097113
1972,12956,0.089005
1972,21120,0.085714
1972,15580,0.084746
1972,2059,0.084362
1972,2011,0.084211
1972,2049,0.082474
1972,8928,0.074219
1972,11290,0.062972
1972,3700,0.060526
1972,20429,0.055556
1972,3719,0.052885
1972,15838,0.049383
1972,8926,0.049242
1972,15590,0.046296
1972,2073,0.046243
1972,12250,0.044828
1972,1934,0.044025
1972,2068,0.042105
1972,15841,0.040230
6924,12129,0.086044
6924,10393,0.083578
6924,5224,0.079562
6924,6141,0.079349
6924,5973,0.074733
6924,10036,0.073806
6924,8810,0.073698
6924,10053,0.067442
6924,5227,0.067239
6924,3083,0.063572
6924,13081,0.062802
6924,9774,0.061649
6924,6084,0.061495
6924,2372,0.061350
6924,11911,0.061314
6924,9625,0.061103
6924,2867,0.060948
6924,10420,0.060901
6924,2625,0.060407
6924,9885,0.060000
2281,1313,0.202240
2281,1358,0.163361
2281,2,0.147713
2281,2658,0.141366
2281,1416,0.138687
2281,3532,0.133357
2281,5194,0.133051
2281,2476,0.129353
2281,2154,0.123715
2281,2201,0.121924
2281,2148,0.120534
2281,1326,0.120482
2281,1315,0.118616
2281,3799,0.117518
2281,1391,0.115891
2281,2153,0.113219
2281,2158,0.111322
2281,3954,0.110962
2281,2896,0.109912
2281,1473,0.109693
31870,31136,0.230769
31870,15453,0.115385
31870,19387,0.107143
31870,8899,0.093023
31870,18071,0.039474
31870,12286,0.035294
31870,16953,0.030000
31870,13041,0.018072
31870,5912,0.017544
31870,8273,0.015957
31870,5913,0.015444
31870,7656,0.010204
31870,4729,0.009554
31870,5027,0.008646
31870,11254,0.007937
31870,8898,0.007500
31870,7494,0.007380
31870,4735,0.007371
31870,917,0.007212
31870,916,0.006821
6752,19642,0.163636
6752,20332,0.152542
6752,27262,0.146341
6752,17304,0.145455
6752,18743,0.141176
6752,30241,0.136364
6752,6837,0.136364
6752,22665,0.129630
6752,19052,0.128205
6752,21749,0.127273
6752,16226,0.121212
6752,21735,0.120690
6752,6874,0.119048
6752,20955,0.117647
6752,17344,0.117647
6752,15447,0.115385
6752,17700,0.114286
6752,20297,0.112676
6752,29887,0.111111
6752,29821,0.111111
22069,9488,0.197080
22069,24572,0.187500
22069,24907,0.181818
22069,30034,0.158730
22069,31819,0.158730
22069,20532,0.158333
22069,19950,0.128205
22069,24577,0.125000
22069,21042,0.125000
22069,19793,0.123077
22069,19800,0.120482
22069,25443,0.119403
22069,24450,0.112676
22069,27257,0.111111
22069,24579,0.111111
22069,24527,0.111111
22069,18366,0.109890
22069,24104,0.109589
22069,25483,0.109375
22069,17509,0.108108
17300,25150,0.181818
17300,25225,0.166667
17300,14728,0.166667
17300,29325,0.162162
17300,30790,0.147059
17300,17042,0.144928
17300,30809,0.142857
17300,24846,0.137931
17300,10034,0.136364
17300,25253,0.133333
17300,15459,0.133333
17300,25151,0.133333
17300,25154,0.133333
17300,27567,0.131579
17300,25213,0.131579
17300,27506,0.129032
17300,10391,0.125000
17300,30784,0.121212
17300,25155,0.120000
17300,24649,0.117647
16306,13863,0.060150
16306,18690,0.059701
16306,7270,0.054422
16306,6364,0.049242
16306,6625,0.048921
16306,15029,0.047431
16306,13167,0.046512
16306,15381,0.046296
16306,22156,0.044444
16306,13834,0.044280
16306,15159,0.043716
16306,18065,0.042553
16306,9209,0.042328
16306,16349,0.041237
16306,15416,0.040936
16306,4501,0.040663
16306,13536,0.040441
16306,10173,0.040230
16306,9839,0.040000
16306,9840,0.039911
24644,24645,0.250000
24644,10713,0.075000
24644,12402,0.045455
24644,21666,0.038961
24644,10581,0.035714
24644,14073,0.032967
24644,10808,0.030928
24644,10689,0.025862
24644,10115,0.024540
24644,15090,0.024000
24644,12566,0.022727
24644,10350,0.022388
24644,9685,0.021277
24644,16592,0.018182
24644,12391,0.017751
24644,4997,0.016129
24644,9911,0.013652
24644,11803,0.012987
24644,9795,0.011765
24644,1653,0.011429
11085,20287,0.096220
11085,13697,0.090395
11085,4113,0.084071
11085,14713,0.073171
11085,1524,0.070248
11085,4112,0.068143
11085,13179,0.067138
11085,10199,0.066732
11085,9002,0.065476
11085,3248,0.065094
11085,9019,0.064516
11085,2210,0.062096
11085,16141,0.060976
11085,13924,0.060127
11085,8819,0.060046
11085,16061,0.059649
11085,6131,0.059536
11085,4431,0.059158
11085,6162,0.058947
11085,4607,0.058190
12999,11237,0.203125
12999,19467,0.163636
12999,19297,0.161290
12999,12586,0.141176
12999,18443,0.129412
12999,21319,0.117647
12999,19461,0.117647
12999,21326,0.111111
12999,12967,0.111111
12999,18981,0.100000
12999,18936,0.098361
12999,12653,0.088889
12999,9619,0.086331
12999,15067,0.083333
12999,19460,0.083333
12999,12604,0.078431
12999,15165,0.078431
12999,28262,0.075472
12999,12593,0.074380
12999,18589,0.073529
3306,2451,0.141637
3306,6041,0.134498
3306,564,0.132998
3306,3510,0.125504
3306,5848,0.120409
3306,6231,0.113208
3306,4554,0.107300
3306,5002,0.107205
3306,8108,0.106791
3306,2007,0.106406
3306,2762,0.105973
3306,5556,0.105654
3306,1670,0.103970
3306,2757,0.098517
3306,5274,0.098413
3306,9882,0.096774
3306,694,0.096121
3306,2396,0.093965
3306,644,0.093004
3306,4688,0.092308
30733,26757,0.166667
30733,14630,0.036145
30733,8544,0.032609
30733,17541,0.020979
30733,8542,0.012500
30733,8015,0.011858
30733,8073,0.009494
30733,5593,0.006623
30733,7646,0.006612
30733,3979,0.005357
30733,9274,0.004598
30733,9244,0.004348
30733,9962,0.004162
30733,5850,0.004104
30733,4880,0.004016
30733,4819,0.003937
30733,5134,0.003891
30733,6587,0.003831
30733,5000,0.003464
30733,6700,0.003309
18561,18542,0.147059
18561,28866,0.125000
18561,28706,0.115385
18561,26829,0.107143
18561,23744,0.100000
18561,24227,0.100000
18561,10869,0.090909
18561,13640,0.089286
18561,21403,0.085714
18561,22089,0.080000
18561,20785,0.078431
18561,26375,0.076923
18561,18437,0.076923
18561,18732,0.075000
18561,18565,0.073171
18561,23936,0.069767
18561,22832,0.069767
18561,13608,0.068493
18561,15544,0.066667
18561,23941,0.065217
16453,28819,0.157895
16453,16457,0.157895
16453,13517,0.078947
16453,16011,0.054545
16453,8514,0.046154
16453,20123,0.041096
16453,10999,0.037037
16453,14505,0.034884
16453,16405,0.033708
16453,13039,0.030612
16453,12297,0.029412
16453,16463,0.025424
16453,13570,0.022321
16453,8311,0.020000
16453,5642,0.018349
16453,5265,0.016949
16453,8353,0.016304
16453,8139,0.016129
16453,7080,0.014286
16453,4709,0.013761
17718,24693,0.058824
17718,22989,0.057143
17718,26899,0.053333
17718,22069,0.052632
17718,17381,0.051948
17718,24350,0.050633
17718,23043,0.048780
17718,27234,0.048387
17718,19871,0.046154
17718,23903,0.045455
17718,18556,0.044944
17718,27719,0.044776
17718,30336,0.044776
17718,17372,0.044776
17718,15238,0.044444
17718,28048,0.044118
17718,11622,0.043478
17718,25444,0.042857
17718,27614,0.042857
17718,18391,0.042857
30356,30348,0.571429
30356,30668,0.375000
30356,27910,0.375000
30356,28048,0.307692
30356,9465,0.285714
30356,25881,0.272727
30356,24205,0.266667
30356,23778,0.250000
30356,18183,0.214286
30356,30389,0.200000
30356,27795,0.187500
30356,27468,0.187500
30356,26366,0.176471
30356,28052,0.166667
30356,26899,0.136364
30356,24450,0.136364
30356,9404,0.097561
30356,21678,0.090909
30356,24907,0.088235
30356,15841,0.088235
19496,23351,0.214286
19496,20238,0.166667
19496,11788,0.044776
19496,12873,0.038961
19496,15137,0.022388
19496,3948,0.013216
19496,916,0.004076
19496,4200,0.003150
19496,1851,0.002918
19496,655,0.001675
19496,5652,0.001594
19496,3683,0.001495
19496,6542,0.001370
19496,4007,0.001208
19496,707,0.001107
19496,4308,0.000975
19496,3766,0.000955
19496,3021,0.000849
19496,877,0.000837
19496,734,0.000692
26237,18071,0.037975
26237,5068,0.010101
26237,1981,0.007160
26237,5635,0.006834
26237,5595,0.006757
26237,5007,0.006073
26237,7374,0.005952
26237,1961,0.004739
26237,4900,0.004474
26237,4521,0.004071
26237,4880,0.004000
26237,4846,0.003788
26237,4877,0.003774
26237,7696,0.003538
26237,1814,0.003478
26237,6313,0.003018
26237,4987,0.002950
26237,2009,0.002786
26237,2012,0.002783
26237,4003,0.002737
2172,2176,0.171854
2172,1834,0.167109
2172,2204,0.165494
2172,1841,0.164637
2172,1506,0.161007
2172,1346,0.159835
2172,3157,0.159621
2172,1358,0.156629
2172,2201,0.153916
2172,2186,0.149362
2172,2820,0.147495
2172,2148,0.145044
2172,1391,0.144480
2172,1376,0.142335
2172,2211,0.140109
2172,2234,0.139908
2172,1365,0.139410
2172,2528,0.138934
2172,2659,0.137392
2172,2181,0.135542
1434,2948,0.229180
1434,121,0.224291
1434,168,0.221160
1434,1132,0.218027
1434,1834,0.212503
1434,149,0.201124
1434,21,0.199565
1434,160,0.198280
1434,842,0.195393
1434,1431,0.195163
1434,1406,0.192543
1434,1435,0.189974
1434,189,0.188842
1434,1519,0.187521
1434,1355,0.187355
1434,170,0.186492
1434,1710,0.185077
1434,2096,0.184388
1434,2279,0.182715
1434,850,0.182317
13415,11741,0.115385
13415,6657,0.102138
13415,15023,0.092784
13415,15614,0.092643
13415,8848,0.090411
13415,4881,0.083333
13415,15010,0.080702
13415,7360,0.077244
13415,1768,0.076479
13415,5378,0.075993
13415,4907,0.075835
13415,6152,0.074935
13415,4859,0.074890
13415,11293,0.070988
13415,7364,0.069028
13415,3743,0.068681
13415,15024,0.066445
13415,9666,0.065217
13415,11836,0.065163
13415,5007,0.064220
26010,26007,0.272727
26010,32684,0.250000
26010,21065,0.176471
26010,19473,0.136364
26010,15888,0.071429
26010,18518,0.051724
26010,20221,0.034091
26010,6218,0.006726
26010,6213,0.006135
26010,8858,0.004934
26010,8886,0.004267
26010,4962,0.003876
26010,3650,0.002904
26010,5652,0.002125
26010,717,0.002084
26010,729,0.001550
26010,800,0.001360
26010,3695,0.001270
26010,619,0.001257
26010,472,0.001230
4233,2843,0.108629
4233,7694,0.101461
4233,10287,0.099552
4233,5722,0.098255
4233,6551,0.091034
4233,1881,0.090547
4233,2625,0.085522
4233,3476,0.084288
4233,5314,0.083766
4233,5352,0.082605
4233,4509,0.080525
4233,10066,0.079545
4233,5730,0.079496
4233,10426,0.078767
4233,2840,0.078740
4233,4452,0.078597
4233,2816,0.078488
4233,5428,0.078226
4233,2629,0.077449
4233,11109,0.076870
25232,25270,0.307692
25232,25183,0.230769
25232,25185,0.230769
25232,19810,0.214286
25232,27911,0.200000
25232,24026,0.200000
25232,25143,0.190476
25232,19675,0.187500
25232,24339,0.187500
25232,27780,0.187500
25232,26577,0.187500
25232,27758,0.187500
25232,24307,0.166667
25232,27768,0.166667
25232,17372,0.166667
25232,26502,0.166667
25232,27816,0.157895
25232,30542,0.157895
25232,25274,0.157895
25232,27805,0.157895
8593,8713,0.818182
8593,8643,0.818182
8593,8671,0.818182
8593,8674,0.818182
8593,8639,0.818182
8593,8601,0.818182
8593,8483,0.818182
8593,8611,0.818182
8593,8633,0.818182
8593,8718,0.750000
8593,8730,0.750000
8593,8709,0.750000
8593,8691,0.750000
8593,8532,0.750000
8593,8728,0.750000
8593,8576,0.750000
8593,8631,0.750000
8593,8612,0.692308
8593,8702,0.692308
8593,8661,0.692308
5961,21887,0.268657
5961,23295,0.258621
5961,16269,0.241379
5961,17790,0.215385
5961,17729,0.210526
5961,17735,0.200000
5961,23302,0.196970
5961,11788,0.185567
5961,26069,0.184615
5961,12803,0.174757
5961,17837,0.169231
5961,17777,0.168831
5961,17783,0.166667
5961,17819,0.160714
5961,17750,0.160714
5961,17760,0.157303
5961,13132,0.157143
5961,17899,0.156250
5961,11187,0.154545
5961,17817,0.153846
15263,12231,0.129870
15263,20748,0.122449
15263,12644,0.121951
15263,19680,0.106383
15263,19227,0.100000
15263,17682,0.098592
15263,15248,0.095238
15263,13738,0.094340
15263,15275,0.090909
15263,15238,0.090909
15263,12281,0.088889
15263,23871,0.081633
15263,17680,0.080000
15263,27972,0.079365
15263,13102,0.078947
15263,21789,0.078947
15263,28837,0.078431
15263,21474,0.076923
15263,26156,0.075472
15263,31867,0.075000
29919,32181,0.700000
29919,29923,0.666667
29919,12226,0.466667
29919,18598,0.400000
29919,27603,0.363636
29919,26449,0.363636
29919,28172,0.357143
29919,29887,0.333333
29919,27262,0.307692
29919,22665,0.291667
29919,20319,0.285714
29919,32576,0.272727
29919,32511,0.272727
29919,28156,0.272727
29919,17321,0.260870
29919,18584,0.250000
29919,19786,0.250000
29919,29879,0.250000
29919,29821,0.250000
29919,31776,0.250000
26062,21910,0.076923
26062,16863,0.071429
26062,6428,0.068182
26062,14533,0.066667
26062,15318,0.057692
26062,10744,0.052632
26062,17400,0.051282
26062,13074,0.040000
26062,11922,0.036765
26062,7968,0.032967
26062,4920,0.030000
26062,20806,0.030000
26062,6831,0.030000
26062,13228,0.024793
26062,15137,0.021429
26062,15161,0.021277
26062,13497,0.020690
26062,13154,0.018405
26062,8188,0.017857
26062,16592,0.017647
5050,4678,0.190597
5050,9274,0.174885
5050,666,0.156805
5050,5037,0.146569
5050,3973,0.146261
5050,2007,0.139731
5050,5048,0.137912
5050,5108,0.136440
5050,2047,0.132986
5050,6948,0.131891
5050,5556,0.124126
5050,566,0.123258
5050,706,0.121313
5050,5810,0.118881
5050,5463,0.118149
5050,4889,0.116544
5050,3593,0.116452
5050,4688,0.115457
5050,4696,0.114017
5050,1801,0.113924
28087,25471,0.444444
28087,31973,0.375000
28087,28069,0.375000
28087,27903,0.375000
28087,25828,0.375000
28087,32083,0.363636
28087,28065,0.333333
28087,25464,0.333333
28087,28062,0.307692
28087,25465,0.300000
28087,25511,0.272727
28087,24481,0.230769
28087,31642,0.214286
28087,24450,0.142857
28087,24420,0.136364
28087,24436,0.130435
28087,24406,0.125000
28087,23060,0.125000
28087,16245,0.096774
28087,7563,0.081081
11304,11441,0.145251
11304,11311,0.112782
11304,11454,0.106383
11304,11426,0.104839
11304,11444,0.100719
11304,11299,0.092308
11304,5671,0.089172
11304,11220,0.087273
11304,11464,0.079470
11304,20194,0.077465
11304,11450,0.073718
11304,11445,0.069959
11304,11430,0.069204
11304,20197,0.067669
11304,11439,0.065657
11304,11440,0.063415
11304,6490,0.063063
11304,18853,0.062937
11304,17466,0.058824
11304,11812,0.058065
29964,25838,0.250000
29964,29821,0.214286
29964,22574,0.157895
29964,22339,0.142857
29964,14538,0.093750
29964,16505,0.090909
29964,17344,0.075000
29964,19056,0.073171
29964,14073,0.044944
29964,16226,0.040000
29964,18065,0.039474
29964,14246,0.038462
29964,12170,0.030612
29964,15116,0.028302
29964,14552,0.027778
29964,16048,0.027273
29964,10224,0.026846
29964,7204,0.026087
29964,12391,0.023952
29964,16306,0.023810
17994,17983,0.333333
17994,13346,0.187500
17994,17819,0.176471
17994,15147,0.173913
17994,20238,0.166667
17994,17828,0.157895
17994,5662,0.150000
17994,17815,0.136364
17994,17817,0.111111
17994,15141,0.111111
17994,17837,0.107143
17994,15144,0.103448
17994,13132,0.090909
17994,10214,0.075000
17994,17777,0.071429
17994,17729,0.068182
17994,20104,0.065217
17994,12803,0.055556
17994,17760,0.054545
17994,17783,0.052632
20846,20828,0.222222
20846,7636,0.166667
20846,23188,0.157895
20846,7632,0.136364
20846,20844,0.136364
20846,28786,0.125000
20846,7623,0.125000
20846,16883,0.114286
20846,20817,0.111111
20846,16894,0.111111
20846,24666,0.108108
20846,25494,0.107143
20846,17569,0.103448
20846,11678,0.100000
20846,23123,0.097561
20846,7077,0.090909
20846,13932,0.090909
20846,25922,0.088235
20846,10991,0.086957
20846,24717,0.085714
18853,20197,0.225806
